mdb_field_account_no
mdb_field_int_coll_antiques
mdb_field_int_coll_arts
mdb_field_int_coll_avid
mdb_field_int_coll_coins
mdb_field_int_coll_genl
mdb_field_int_coll_mil
mdb_field_int_coll_sports
mdb_field_int_coll_stamps
mdb_field_int_fit_aerob
mdb_field_int_fit_diet
mdb_field_int_fit_health_med
mdb_field_int_fit_jog
mdb_field_int_fit_self_imp
mdb_field_int_fit_walk
mdb_field_int_grp_coll
mdb_field_int_grp_cook
mdb_field_int_grp_donor
mdb_field_int_grp_elec
mdb_field_int_grp_exer
mdb_field_int_grp_home_imp
mdb_field_int_grp_invest
mdb_field_int_grp_movie_music
mdb_field_int_grp_outdoor
mdb_field_int_grp_read
mdb_field_int_grp_sports
mdb_field_int_grp_travel
mdb_field_int_hob_crafts
mdb_field_int_hob_diy
mdb_field_int_hob_games
mdb_field_int_hob_gardening
mdb_field_int_hob_home_imp
mdb_field_int_hob_house_plant
mdb_field_int_hob_photo
mdb_field_int_hob_sew
mdb_field_int_hob_sweeps
mdb_field_int_hob_woodwk
mdb_field_int_oth_career
mdb_field_int_oth_career_imp
mdb_field_int_oth_christian_fam
mdb_field_int_oth_cook_gnrl
mdb_field_int_oth_cook_gourmet
mdb_field_int_oth_cook_nat_food
mdb_field_int_oth_cook_wine
mdb_field_int_oth_grandkids
mdb_field_int_oth_home_dec
mdb_field_int_oth_home_imp_int
mdb_field_int_oth_kids_ints
mdb_field_int_oth_parenting
mdb_field_int_oth_pets_cat
mdb_field_int_oth_pets_dog
mdb_field_int_oth_pets_horse
mdb_field_int_oth_pets_oth
mdb_field_int_oth_smoking
mdb_field_int_oth_telcomm
mdb_field_int_oth_the_arts
mdb_field_int_sport_boating
mdb_field_int_sport_camp
mdb_field_int_sport_fishing
mdb_field_int_sport_golf
mdb_field_int_sport_mtrcycl
mdb_field_int_sport_nascar
mdb_field_int_sport_scuba
mdb_field_int_sport_shoot
mdb_field_int_sport_snow_ski
mdb_field_int_sport_spect_auto
mdb_field_int_sport_spect_base
mdb_field_int_sport_spect_bskt
mdb_field_int_sport_spect_foot
mdb_field_int_sport_spect_hockey
mdb_field_int_sport_spect_soccer
mdb_field_int_sport_spect_tv_sports
mdb_field_int_sport_tennis
mdb_field_int_trav_casino
mdb_field_int_trav_cruise
mdb_field_int_trav_genl
mdb_field_int_trav_intl
mdb_field_int_trav_us
mdb_field_interest
mdb_field_interest_ids
mdb_field_invest_act
mdb_field_invest_est_prop_own
mdb_field_invest_foreign
mdb_field_invest_money_seekr
mdb_field_invest_pers
mdb_field_invest_read_fin_news
mdb_field_invest_rl_est
mdb_field_invest_stocks
mdb_field_ip
mdb_field_ip_city
mdb_field_ip_country_code
mdb_field_ip_country_code3
mdb_field_ip_date_time
mdb_field_ip_state
mdb_field_job_title
mdb_field_kidney
mdb_field_kids_f_0_2
mdb_field_kids_f_11_15
mdb_field_kids_f_16_17
mdb_field_kids_f_3_5
mdb_field_kids_f_6_10
mdb_field_kids_m_0_2
mdb_field_kids_m_11_15
mdb_field_kids_m_16_17
mdb_field_kids_m_3_5
mdb_field_kids_m_6_10
mdb_field_kids_u_0_2
mdb_field_kids_u_11_15
mdb_field_kids_u_16_17
mdb_field_kids_u_3_5
mdb_field_kids_u_6_10
mdb_field_language
mdb_field_lastname
mdb_field_latitude
mdb_field_length_of_residence
mdb_field_lic_num
mdb_field_licenseno
mdb_field_licensest
mdb_field_life_broader
mdb_field_life_common
mdb_field_life_culture
mdb_field_life_diy
mdb_field_life_highbrow
mdb_field_life_home
mdb_field_life_ht
mdb_field_life_prof
mdb_field_life_sporty
mdb_field_life_upscale
mdb_field_lifestyles_interests_and_passions_collectibles
mdb_field_lis_st
mdb_field_liver
mdb_field_loan_to_value
mdb_field_loanamt
mdb_field_longitude
mdb_field_lor
mdb_field_lot
mdb_field_lot_carrier_line_of_travel
mdb_field_mags
mdb_field_marital_status
mdb_field_mastercard_gold_premium
mdb_field_mastercard_regular
mdb_field_medication
mdb_field_middle_initial
mdb_field_military
mdb_field_military_memorabilia_weaponry
mdb_field_mobile_phone
mdb_field_month_pay
mdb_field_mos_add
mdb_field_mos_addy
mdb_field_mosatbank
mdb_field_most_2nd_recent_lender_code
mdb_field_most_2nd_recent_lender_name
mdb_field_most_2nd_recent_mortgage_amount
mdb_field_most_2nd_recent_mortgage_date
mdb_field_most_2nd_recent_mortgage_interest_rate
mdb_field_most_2nd_recent_mortgage_interest_rate_type
mdb_field_most_2nd_recent_mortgage_loan_type_code
mdb_field_most_recent_lender_code
mdb_field_most_recent_lender_name
mdb_field_most_recent_mortgage_amount
mdb_field_most_recent_mortgage_date
mdb_field_most_recent_mortgage_interest_rate
mdb_field_most_recent_mortgage_interest_rate_type
mdb_field_most_recent_mortgage_loan_type_code
mdb_field_motorcycling
mdb_field_mr2_amt
mdb_field_mr2_dt
mdb_field_mr2_lendr
mdb_field_mr2_lendr_cd
mdb_field_mr2_loan_typ
mdb_field_mr2_rate
mdb_field_mr2_rate_typ
mdb_field_mr_amt
mdb_field_mr_dt
mdb_field_mr_lendr
mdb_field_mr_lendr_cd
mdb_field_mr_loan_typ
mdb_field_mr_rate
mdb_field_mr_rate_typ
mdb_field_msa
mdb_field_naics_code
mdb_field_name_pre
mdb_field_nascar
mdb_field_nationality
mdb_field_nd2_most_recent_mortgage_amount
mdb_field_need_how_soon
mdb_field_net_worth
mdb_field_netincome
mdb_field_new_to_bld
mdb_field_num_adults
mdb_field_number_kids
mdb_field_number_of_employees
mdb_field_number_of_people
mdb_field_number_of_sources
mdb_field_occ_afric_amer_prof
mdb_field_occ_busn_ownr
mdb_field_occ_comp_genl
mdb_field_occ_home_off
mdb_field_occ_occup
mdb_field_occ_occup_det
mdb_field_occ_soho_ind
mdb_field_occ_working_wmn
mdb_field_occupation
mdb_field_occupation_detailed_see_occupation_appendix
mdb_field_on_meds
mdb_field_open_score
mdb_field_optindate
mdb_field_own_or_rent
mdb_field_p1_amt
mdb_field_p1_dt
mdb_field_p1_lendr
mdb_field_p1_lendr_cd
mdb_field_p1_loan_typ
mdb_field_p1_rate
mdb_field_p1_rate_typ
mdb_field_p2_amt
mdb_field_p2_loan_typ
mdb_field_p2_rate
mdb_field_p2_rate_typ
mdb_field_pass_prospector_value_home_value_mortgage_file
mdb_field_payfreq
mdb_field_payperiod
mdb_field_perm_id
mdb_field_phone
mdb_field_phone_flag
mdb_field_phonewk
mdb_field_photography
mdb_field_plan
mdb_field_policy_expire
mdb_field_pool
mdb_field_ppo
mdb_field_preexisting_cond
mdb_field_prefix
mdb_field_pres_kids
mdb_field_prescript
mdb_field_presence_of_children
mdb_field_primary_sic
mdb_field_profit_estim
mdb_field_prop_ac
mdb_field_prop_bld_yr
mdb_field_prop_fuel
mdb_field_prop_pool
mdb_field_prop_sewer
mdb_field_prop_type
mdb_field_prop_water
mdb_field_province
mdb_field_purchase_1st_mortgage_amount
mdb_field_purchase_1st_mortgage_interest_rate
mdb_field_purchase_1st_mortgage_interest_rate_type
mdb_field_purchase_1st_mortgage_loan_type_code
mdb_field_purchase_2nd_mortgage_amount
mdb_field_purchase_2nd_mortgage_interest_rate
mdb_field_purchase_2nd_mortgage_interest_rate_type
mdb_field_purchase_2nd_mortgage_loan_type_code
mdb_field_purchase_date
mdb_field_purchase_lender_code
mdb_field_purchase_lender_name
mdb_field_purchase_mortgage_date
mdb_field_purchase_price
mdb_field_pyck1date
mdb_field_pyck2date
mdb_field_range
mdb_field_rated_or_declined
mdb_field_read_audio_books
mdb_field_read_avid
mdb_field_read_curr_affairs
mdb_field_read_hist_mltry
mdb_field_read_magazines
mdb_field_read_relig
mdb_field_read_science_space
mdb_field_read_scifi
mdb_field_ref1name
mdb_field_ref1phone
mdb_field_ref1relatn
mdb_field_ref2name
mdb_field_ref2phone
mdb_field_ref2relatn
mdb_field_registration_date
mdb_field_religion
mdb_field_res_length
mdb_field_resident
mdb_field_restype
mdb_field_revenue
mdb_field_routing
mdb_field_sales
mdb_field_sales_transaction_code
mdb_field_scrub_donotuse
mdb_field_scuba_diving
mdb_field_secnd_pydy
mdb_field_self_employed
mdb_field_sewer
mdb_field_sewing_knitting_needlework
mdb_field_sic_code
mdb_field_signup_datetime
mdb_field_signup_device
mdb_field_signup_ip
mdb_field_signup_reason
mdb_field_signup_url
mdb_field_single_parent
mdb_field_smoker
mdb_field_smoking_tobacco
mdb_field_snow_skiing
mdb_field_sources
mdb_field_spectator_sports_auto_motorcycle_racing
mdb_field_spectator_sports_baseball
mdb_field_spectator_sports_basketball
mdb_field_spectator_sports_football
mdb_field_spectator_sports_hockey
mdb_field_spectator_sports_soccer
mdb_field_spectator_sports_tv_sports
mdb_field_sports_and_leisure
mdb_field_spouse
mdb_field_spouse_dob
mdb_field_spouse_fn
mdb_field_spouse_ft
mdb_field_spouse_gender
mdb_field_spouse_height
mdb_field_spouse_in
mdb_field_spouse_ln
mdb_field_spouse_preexisting_cond
mdb_field_spouse_smoker
mdb_field_spouse_weight
mdb_field_sr_adult_in_hh
mdb_field_ssn
mdb_field_state
mdb_field_stroke
mdb_field_subject
mdb_field_subscriber_email_status
mdb_field_subscriber_score
mdb_field_subscriber_score_bucket
mdb_field_subscriber_score_reason
mdb_field_subscriber_signup_ip_geo_city
mdb_field_subscriber_signup_ip_geo_country
mdb_field_subscriber_signup_ip_geo_region
mdb_field_subscriber_signup_ip_geo_zip
mdb_field_suite_apt
mdb_field_supervisor
mdb_field_telephone_number_1
mdb_field_tennis
mdb_field_time2call
mdb_field_time_zn
mdb_field_timestamp
mdb_field_timez
mdb_field_title
mdb_field_treated_recent
mdb_field_uninsurable
mdb_field_us_citizen
mdb_field_usenow
mdb_field_verifystatus
mdb_field_vets_n_hh
mdb_field_visa_gold_premium
mdb_field_visa_regular
mdb_field_vision
mdb_field_walk_seq
mdb_field_walk_sequence
mdb_field_water
mdb_field_weight
mdb_field_woodworking
mdb_field_worktime
mdb_field_year_built
mdb_field_yearsaddress
mdb_field_young_adult_in_hh
mdb_field_yrs_addy
mdb_field_yrsatbank
mdb_field_z4_typ
mdb_field_zip
mdb_field_zip4
